Amulette du Petit Hibou;| Amulette;1;01;11;2021;13;27;56;;168 kamas/u.;29;;;;;
Amulette du Piou Vert;| Amulette;1;01;11;2021;13;27;59;;77 kamas/u.;85;;;;;
Koliet Aclou;| Amulette;1;01;11;2021;13;28;03;;264 kamas/u.;466;;;;;
Amulette du Piou Bleu;| Amulette;1;01;11;2021;13;28;07;;40 kamas/u.;50 000;;;;;
Amulette du Petit Ours;| Amulette;1;01;11;2021;13;28;11;;4543 kamas/u.;48;;;;;
Amulette Tude;| Amulette;1;01;11;2021;13;28;14;;488 kamas/u.;500;;;;;
Amulette de |'Aventurier;| Amulette;1;01;11;2021;13;28;18;;1895 kamas/u.;950;950;950;950;950;950;1 197;1 197;1 197;1 200;1 200;1 200;1 200;1 200;1 200;1 200;4998;4 998;5 000;5 000;8 999;9 999;10 666;
Amulette du Bouftou;| Amulette;3;01;11;2021;13;28;27;;953 kamas/u.;sxe;124;124;124;124;124;125;125;125;129;140;149;150;150;150;150;150;150;150;150;150;200;200;300;950;999;1 000;1 000;1 000;1 000;1 000;1 000;1 000;1 000;1 100;1 100;1 100;1 100;1 200;1 288;1 297;1 500;1 500;1 600;2 000;2 000;2 000;2 000;2 500;4 000;4 000;4 000;4 500;4 500;5 000;5 000;5 000;5 000;5 000;5 000;7 000;9 000;9 500;9 999;10 000;9 999;10 000;12 000;
Amulette en Mousse;| Amulette;11;01;11;2021;13;28;42;;685 kamas/u.;200;300;500;;;
La Chaine Nhanor Kibrill;| Amulette;13;01;11;2021;13;28;46;;2024 kamas/u.;2 500;2 500;;;;
La Veaux Doux;| Amulette;15;01;11;2021;13;28;50;;4997 kamas/u.;3 999;3 999;3 999;5 000;;
Amulette du Moskito;| Amulette;15;01;11;2021;13;28;53;;1230 kamas/u.;1 500;2 000;6 000;6 000;6 500;6 999;6 999;6 999;
Amulette du Bandit;| Amulette;16;01;11;2021;13;28;58;;2191 kamas/u.;2 000;2 900;8 500;8 500;;
Omelette Amulette;| Amulette;17;01;11;2021;13;29;02;;25319 kamas/u.;15 000;;;;;
Amulette Paysanne;| Amulette;20;01;11;2021;13;29;06;;169 kamas/u.;800;800;800;800;800;800;800;800;800;800;800;800;800;890;890;890;890;890;900;975;975;1 000;1 000;
L'Araknamu;| Amulette;20;01;11;2021;13;29;13;;698 kamas/u.;ots ie);;;;;
Amulette de Il'Homme Ours;| Amulette;20;01;11;2021;13;29;17;;9949 kamas/u.;5 000;7 000;;;;
La Reinette;| Amulette;22;01;11;2021;13;29;20;;25737 kamas/u.;33 333;;;;;
Amulette du Tofu;| Amulette;22;01;11;2021;13;29;25;;2571 kamas/u.;4999;;;;;
Entente;| Amulette;26;01;11;2021;13;29;28;;9472 kamas/u.;5 000;;;;;
Larvamulette;| Amulette;26;01;11;2021;13;29;32;;2066 kamas/u.;999;2 200;2 500;3 000;3 500;
Amulette du Kitsou;| Amulette;26;01;11;2021;13;29;36;;8125 kamas/u.;3 000;3 000;3 000;3 900;3 900;3 999;4 000;5 000;5 000;8 000;8 000;8 000;8 000;9 999;
La Broche Héte;| Amulette;28;01;11;2021;13;29;41;;43914 kamas/u.;31 000;31 500;39 999;49 000;49 999;
Kabale;| Amulette;29;01;11;2021;13;29;45;;6332 kamas/u.;6 500;;;;;
Amulette de Shika;| Amulette;29;01;11;2021;13;29;49;;14425 kamas/u.;19 900;19 900;20 000;20 000;;
Amulette du Badoul;| Amulette;32;01;11;2021;13;29;53;;16839 kamas/u.;18 900;19 000;20 000;20 000;20 000;20 000;20 000;20 000;
Ambramulette Arackne;| Amulette;34;01;11;2021;13;29;57;;1555 kamas/u.;1 299;1 300;1 399;1 400;1555;1 555;1555;1 998;
Amulette du Mineur Sombre;| Amulette;39;01;11;2021;13;30;02;;23489 kamas/u.;38 999;38 999;39 000;39 000;39 000;39 000;39 000;39 000;39 000;39 000;39 000;39 000;39 000;39 000;39 000;39 000;39 000;39 000;40 000;44 000;44 998;44 998;44 998;44 998;44 999;44 999;44 999;44 999;70 000;70 000;70 000;70 000;70 000;70 000;70 000;84 999;89 999;89 999;89 999;89 999;99 999;100 000;120 000;120 000;120 000;120 000;120 000;
Vegamu;| Amulette;40;01;11;2021;13;30;16;;5748 kamas/u.;8 999;8 999;8 999;8 999;8 999;8 999;9 400;9 400;9 500;9 500;9 990;9 990;9 999;10 000;14 000;14 999;15 000;16 000;17 000;17 499;17 500;19 999;20 000;25 000;30 000;33 333;33 333;33 333;34 000;
Ambramulette Moskito;| Amulette;40;01;11;2021;13;30;24;;17197 kamas/u.;9 000;9 000;9 000;9 000;9 000;
Embléme Livide;| Amulette;41;01;11;2021;13;30;28;;33838 kamas/u.;9 999;35 000;;;;
Amulette Akwadala;| Amulette;41;01;11;2021;13;30;32;;52373 kamas/u.;32 000;35 000;35 000;35 000;37 999;43 999;49 000;49 000;49 999;50 000;50 000;65 000;74 999;75 000;78 000;80 000;85 000;90 000;178 000;179 999;179 999;179 999;179 999;179 999;179 999;179 999;179 999;179 999;189 000;179 999;189 000;390 000;
Amukwak de Glace;| Amulette;42;01;11;2021;13;30;40;;15222 kamas/u.;30 000;40 000;40 000;;;
Amukwak de Flammes;| Amulette;42;01;11;2021;13;30;45;;28211 kamas/u.;19 000;19 000;20 000;25 000;30 000;
Amukwak de Terre;| Amulette;42;01;11;2021;13;30;48;;41993 kamas/u.;34 000;35 999;42 400;;;
Amukwak du Vent;| Amulette;42;01;11;2021;13;30;52;;26514 kamas/u.;34 999;34 999;34 999;34 999;34 999;34 999;40 000;42 000;
Amulette du Kam Assutra;| Amulette;43;01;11;2021;13;30;57;;92515 kamas/u.;shoe }eTs};;;;;
L'Amulette du Puzzle de la Griffe;| Amulette;44;01;11;2021;13;31;00;;6644 kamas/u.;4 000;4 000;4 000;4 000;4 000;4 000;7 000;7 000;7 000;7 000;7 000;8 000;10 000;12 000;12 000;12 000;12 000;12 000;12 000;12 000;12 000;12 000;12 000;12 000;12 000;12 000;12 000;12 000;12 000;12 000;12 000;12 000;
Amulette Scarabosse Dore;| Amulette;45;01;11;2021;13;31;09;;5174 kamas/u.;20 000;25 000;25 000;;;
La Feuille d'Eté;| Amulette;45;01;11;2021;13;31;13;;98666 kamas/u.;65 000;105 999;135 152;;;
Craquamulette;| Amulette;46;01;11;2021;13;31;17;;3175 kamas/u.;1 800;1 900;1 900;1 900;1 900;1 900;1 900;1 900;1 900;1 900;1 900;2 000;4 200;4 200;4 200;4 200;6 999;
L'Abramu;| Amulette;46;01;11;2021;13;31;24;;144781 kamas/u.;100 001;115 000;130 000;130 000;130 000;130 000;130 000;135 000;135 000;135 000;135 000;219 999;219 999;219 999;219 999;219 999;219 999;219 999;219 999;225 000;239 888;239 888;239 888;239 888;239 888;239 888;239 999;245 000;284 999;284 999;284 999;284 999;284 999;295 000;299 999;299 999;319 000;319 000;330 000;349 000;349 000;350 000;369 000;1 255 555;
Amulette du Craqueleur;| Amulette;47;01;11;2021;13;31;35;;10097 kamas/u.;45 000;45 000;45 000;;;
Amulette de la Boule;| Amulette;49;01;11;2021;13;31;39;;32112 kamas/u.;23 999;27 500;27 500;27 500;27 500;27 500;27 500;27 500;27 500;27 500;27 500;27 500;27 500;27 500;27 500;27 500;27 999;27 999;27 999;27 999;27 999;28 000;28 100;28 100;28 500;28 500;28 500;28 500;28 500;29 000;32 000;33 999;33 999;35 500;38 000;38 500;39 999;49 250;49 250;49 250;49 999;51 000;51 000;51 000;51 000;51 000;51 000;51 000;51 000;51 000;51 000;51 000;51 000;51 000;51 000;51 000;
Amublop Coco;| Amulette;50;01;11;2021;13;31;54;;115937 kamas/u.;50 000;50 000;50 000;50 000;55 000;60 000;60 000;60 000;65 000;65 000;67 000;70 000;70 000;75 000;75 000;78 000;80 000;89 000;104 999;110 000;114 999;119 999;119 999;125 000;150 000;165 000;165 000;299 999;420 000;
Amublop Indigo;| Amulette;50;01;11;2021;13;32;04;;97624 kamas/u.;75 000;85 000;85 000;90 000;90 000;93 999;95 000;100 000;100 000;100 000;140 000;142 000;150 000;159 999;179 999;200 000;200 000;200 000;200 000;260 000;
Amulette Royale du Bouftou;| Amulette;50;01;11;2021;13;32;12;;39619 kamas/u.;30 000;32 999;37 000;37 999;45 000;45 000;45 000;45 000;45 000;49 999;55 555;72 000;75 000;80 000;80 000;87 000;88 888;88 888;88 888;89 000;89 000;89 000;95 000;119 000;120 000;120 000;
Amublop Griotte;| Amulette;50;01;11;2021;13;32;21;;208433 kamas/u.;89 000;90 000;90 000;90 000;90 000;90 000;98 000;99 998;100 000;109 700;110 000;110 000;110 000;110 000;110 000;110 000;115 000;115 000;119 500;120 000;122 222;122 222;122 222;122 222;122 222;122 222;133 000;135 000;135 000;140 000;150 000;200 000;300 000;300 000;300 000;349 999;350 000;380 000;380 000;399 999;400 000;800 008;999 999;9111111;
Amublop Reinette;| Amulette;50;01;11;2021;13;32;34;;162040 kamas/u.;104 999;105 000;105 000;105 000;105 000;105 000;110 000;115 000;118 000;150 000;178 000;199 999;199 999;199 999;199 999;199 999;199 999;199 999;199 999;350 000;400 000;550 000;599 999;599 999;599 999;14 999 012;
Médaille Oly;| Amulette;51;01;11;2021;13;32;42;;20050 kamas/u.;20 000;;;;;
Amulette du Craqueleur des Plaines;| Amulette;52;01;11;2021;13;32;45;;29679 kamas/u.;20 000;20 000;20 000;20 000;20 000;20 000;20 000;20 000;20 000;29 000;29 000;29 000;29 000;29 000;29 000;29 000;29 000;29 000;29 000;29 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;30 000;
L'Oeil de Kanigrou;| Amulette;52;01;11;2021;13;32;54;;5934 kamas/u.;8 000;40 000;40 000;40 000;;
Amulette de Xélor;| Amulette;52;01;11;2021;13;32;58;;231195 kamas/u.;299 999;299 999;315 000;320 000;320 000;320 000;320 000;320 000;320 000;348 999;348 999;348 999;348 999;375 000;375 000;375 000;375 000;375 000;400 000;400 000;400 000;400 000;425 000;
Amuloumulette;| Amulette;57;01;11;2021;13;33;06;;16968 kamas/u.;eae;14 444;14 444;14 444;14 444;14 444;14 444;14 444;14 444;14 999;14 999;14 999;15 000;18 000;19 000;20 000;20 000;20 000;22 999;75 000;
Amulette du Koalak;| Amulette;60;01;11;2021;13;33;13;;15299 kamas/u.;15 000;15 000;15 000;16 000;16 000;16 999;18 888;18 888;24 500;25 000;25 000;
Amulette "Dents de Wabbits";| Amulette;60;01;11;2021;13;33;19;;19914 kamas/u.;12 000;12 999;15 000;29 999;30 000;35 456;45 555;45 555;45 555;45 555;45 555;
Gelamu;| Amulette;60;01;11;2021;13;33;24;;52422 kamas/u.;43 999;43 999;43 999;43 999;43 999;44 444;54 433;54 443;54 444;54 444;58 000;58 888;69 999;69 999;70 000;70 000;75 000;77 770;77770;77770;77 770;77777;77 777;77777;77777;78 000;79 000;79 900;90 000;100 000;100 000;111 111;124 999;124 999;129 999;129 999;149 999;160 000;
Amulette Aerdala;| Amulette;62;01;11;2021;13;33;34;;160162 kamas/u.;99 000;185 000;280 000;;;
Le Flan des Etoiles;| Amulette;62;01;11;2021;13;33;38;;316031 kamas/u.;379 999;379 999;379 999;380 000;400 000;400 000;400 000;480 000;480 000;499 999;900 000;
La Maitrise des Poupées;| Amulette;69;01;11;2021;13;33;43;;445565 kamas/u.;425 000;1 000 000;;;;
La Doubitch O'Boul;| Amulette;77;01;11;2021;13;33;47;;224894 kamas/u.;369 999;369 999;369 999;369 999;369 999;369 999;369 999;369 999;369 999;369 999;369 999;369 999;369 999;369 999;370 000;380 000;400 000;400 000;444 444;450 000;
Amublop Griotte Royale;| Amulette;80;01;11;2021;13;33;55;;281106 kamas/u.;250 000;280 000;280 000;305 000;305 000;330 000;350 000;350 000;359 999;379 000;399 999;399 999;400 000;400 000;476 000;550 000;575 000;580 000;600 000;666 666;680 000;690 000;699 999;699 999;700 000;850 000;
Amublop Reinette Royale;| Amulette;80;01;11;2021;13;34;03;;261316 kamas/u.;299 999;299 999;299 999;299 999;299 999;299 999;299 999;299 999;650 000;699 999;749 999;749 999;750 000;790 000;
Amublop Coco Royale;| Amulette;80;01;11;2021;13;34;09;;238568 kamas/u.;285 000;299 999;365 444;400 000;400 000;
Epis de Farle;| Amulette;80;01;11;2021;13;34;13;;192422 kamas/u.;375 000;;;;;
Epis de Shika;| Amulette;80;01;11;2021;13;34;16;;280071 kamas/u.;300 000;300 000;305 000;305 000;324 999;324 999;324 999;324 999;379 999;399 999;650 000;399 999;650 000;875 000;
Amublop Indigo Royale;| Amulette;80;01;11;2021;13;34;22;;263842 kamas/u.;200 000;285 555;333 333;385 000;400 000;400 000;400 000;419 999;
Amufafah;| Amulette;84;01;11;2021;13;34;26;;872159 kamas/u.;699 999;800 000;;;;
La Feuille d'‘Automne;| Amulette;89;01;11;2021;13;34;30;;265742 kamas/u.;659 999;659 999;700 000;700 000;;
Amulette Feudala;| Amulette;91;01;11;2021;13;34;34;;300723 kamas/u.;380 000;400 000;400 000;600 000;799 999;
Amulette de la Bouboule;| Amulette;98;01;11;2021;13;34;38;;168132 kamas/u.;450 000;450 000;450 000;599 995;;
La Feuille d'Hiver;| Amulette;98;01;11;2021;13;34;41;;190136 kamas/u.;aRs{optelele);189 000;189 000;189 000;189 000;189 000;190 000;190 000;190 000;190 000;190 000;190 000;190 000;190 000;190 000;190 000;190 000;200 000;200 000;200 000;200 000;200 000;240 000;
Amulette du Chef Bwork;| Amulette;100;01;11;2021;13;34;50;;278556 kamas/u.;263 111;263 111;263 111;268 000;268 500;268 500;268 500;268 500;268 500;268 500;268 500;270 000;272 000;272 000;290 000;299 999;444 444;299 999;444 444;33 333 333;
Collier du Dragon Cochon;| Amulette;100;01;11;2021;13;34;57;;420456 kamas/u.;200 000;230 000;250 000;348 999;388 888;388 888;400 000;444 444;
Collier du Rat Noir;| Amulette;103;01;11;2021;13;35;01;;241197 kamas/u.;300 000;;;;;
Ouassulette;| Amulette;105;01;11;2021;13;35;05;;1447710 kamas/u.;1 450 000;1 460 001;1 500 000;1 550 000;1555 555;1 650 000;1 799 999;1 999 999;1 999 999;2 000 000;2 222 222;2 000 000;2 222 222;2 444 444;
Torque Ancestral;| Amulette;110;01;11;2021;13;35;12;;669644 kamas/u.;450 600;465 000;465 000;465 000;485 999;500 000;549 999;579 999;600 000;665 555;665 555;666 665;666 665;679 999;682 999;699 999;699 999;700 000;715 333;715 333;720 000;840 000;850 000;899 012;900 000;900 000;949 999;988 888;988 888;988 888;988 888;988 888;1 000 000;1 299 000;1 333 333;1 350 000;1 360 000;1 410 000;1 410 000;1555 555;1555 555;
Collier du Minotoror;| Amulette;111;01;11;2021;13;35;22;;2004588 kamas/u.;3 888 888;3 888 888;3 888 888;3 888 888;3 900 000;3 900 000;3 999 000;3 999 998;
La Feuille de Printemps;| Amulette;123;01;11;2021;13;35;27;;1073328 kamas/u.;690 000;690 000;690 000;789 999;790 000;799 999;799 999;799 999;799 999;799 999;999 999;1111111;1 300 000;1 300 000;1 400 000;1 999 999;2 394 999;2 395 000;2 499 999;2 499 999;2777777;2 999 999;3 099 999;4 399 999;72 480 000;72 500 000;
Amulette du Dragoeuf;| Amulette;124;01;11;2021;13;35;36;;957390 kamas/u.;199 999;600 000;700 000;740 000;750 000;750 000;750 000;800 000;800 000;800 000;900 000;1111111;1 850 000;3 999 999;1 850 000;3 999 999;4 500 000;
Médaille Kido;| Amulette;125;01;11;2021;13;35;43;;2733988 kamas/u.;2 780 000;2 800 000;2 800 000;2 870 000;2 949 999;2 950 000;2 999 999;3 000 000;3 299 998;3 350 000;3 360 000;4 600 000;4 995 000;5 200 000;4 995 000;5 200 000;6 999 999;
